Genes,GLC01,A549,BEAS,NCI-H23,CALU-3
SRSF8_HUMAN,5.724828317,5.203372181,5.348153496,5.258684316,5.813118194
ENDD1_HUMAN,4.358047437,2.89178127,4.393097568,3.989286431,5.383646921
SESN3_HUMAN,4.395546922,-0.149017584,1.592804941,2.074198198,3.152817787
TRAF6_HUMAN,2.886230699,2.663074145,3.76738857,2.683103894,2.998705025
CHST1_HUMAN,-0.340850857,1.402082953,-0.064642916,1.565715795,-0.340850857
FUCT1_HUMAN,4.565252018,3.667746978,3.848460232,3.557876042,4.763592645
TO6BL_HUMAN,1.284874675,0.17765292,0.37313022,0.101313993,0.543812149
FACE2_HUMAN,1.820602953,0.929195461,1.519830008,1.598519332,1.479657658
PYC_HUMAN,3.681194886,4.26184539,1.726515381,0.613897726,2.574455316
LRFN4_HUMAN,4.291245364,3.697866804,2.395441623,1.998387035,2.750083739
CK086_HUMAN,4.130909565,0.517484251,-0.340850857,-0.340850857,-0.340850857
DPOA2_HUMAN,3.769835304,3.173775204,3.975751152,3.453158495,3.184672844
S2545_HUMAN,3.00742379,1.749767044,0.194314389,2.77275481,0.430795281
FRMD8_HUMAN,5.727608728,5.431086819,5.426060351,6.027312485,6.164262249
TF65_HUMAN,6.66073554,6.566179742,6.25090782,6.334427331,6.15796813
RINI_HUMAN,6.274540909,6.072146603,7.452354519,5.413171382,5.435256031
AL3B1_HUMAN,7.184963636,7.242684052,3.795063521,1.73698887,5.753234225
NDUS8_HUMAN,5.485543032,5.35429093,5.181588981,6.202536167,4.651269109
CHKA_HUMAN,5.515106184,4.008301943,5.087530666,5.282359999,6.332635912
CK024_HUMAN,5.295520822,3.136442823,3.774846511,5.163146969,3.542049751
LRP5_HUMAN,4.834689153,4.109040621,3.562809654,3.699243424,4.090080293
APLP2_HUMAN,8.648590361,9.249680065,9.013025493,9.768642282,9.900169518
ZBT44_HUMAN,6.520222726,6.427126723,6.645167922,6.347894226,6.193228306
ATS8_HUMAN,1.762509646,0.304133805,-0.340850857,0.584015713,-0.340850857
MRE11_HUMAN,6.60197952,6.728370464,6.636067154,7.171144586,6.323708947
ANR49_HUMAN,4.742880161,4.485543803,5.359003204,5.182274624,5.049708294
IRF7_HUMAN,0.557825522,0.759682732,5.265248417,0.924115178,2.339625882
G137A_HUMAN,1.968504409,2.02052993,2.261698045,2.141104636,0.964501165
ALKB8_HUMAN,3.927186347,3.460062442,4.514094881,4.708443483,3.559556133
VPP3_HUMAN,1.28299513,0.495967079,0.251096472,0.363549322,0.067861853
PRD11_HUMAN,2.741289662,2.51107603,1.833616035,2.532949954,1.943393018
CC90B_HUMAN,5.789290136,6.115636875,5.153730501,5.753931724,5.071025451
PKHA7_HUMAN,3.111327372,1.395501904,3.254657521,0.086550396,4.842418836
PTPRJ_HUMAN,4.334316406,5.572431895,2.371411248,2.822245635,4.801609622
URP2_HUMAN,0.058767287,0.034729611,-0.064642916,0.086550396,1.427258434
STIM1_HUMAN,6.430392757,5.388984169,6.466885908,5.122312665,6.094156883
TRI22_HUMAN,0.058767287,0.363323812,3.675132406,-0.340850857,1.321586075
AAMDC_HUMAN,4.358893982,4.957697292,5.283402078,4.205105742,3.377016429
CD81_HUMAN,7.431233416,6.853986469,6.342971184,6.248718693,6.816245453
RIC3_HUMAN,2.191395751,-0.155374411,-0.340850857,-0.340850857,-0.340850857
UN93B_HUMAN,4.416440353,2.919046048,1.899900055,3.198357057,3.592623946
XNDC1_HUMAN,3.230128421,2.974126228,3.217967344,3.016198385,3.200581976
I18BP_HUMAN,1.514790956,0.737117736,0.959062872,1.429610899,0.85465904
RASH_HUMAN,3.92944748,3.211325914,4.30338904,3.369799005,2.496646835
O51B5_HUMAN,0.82375034,-0.340850857,-0.340850857,-0.340850857,-0.340850857
MAON_HUMAN,2.842115335,2.213864187,1.762657446,1.682162005,2.168232946
