Genes,ccd,ccd,ccd
EI2BG_HUMAN,5.019157042,5.082964163,5.164306799
HECD3_HUMAN,3.502793157,2.640889929,2.488455847
DCUP_HUMAN,5.144888518,5.009793423,5.035246068
NOL9_HUMAN,5.411153901,5.444010494,5.361791361
TZAP_HUMAN,-0.340850857,1.302030179,1.073627923
LRC8C_HUMAN,5.648037647,5.328399285,5.298919648
HEAT1_HUMAN,5.056212193,5.551040538,5.146561493
STX12_HUMAN,6.820174316,6.89433658,6.886010686
PP1R8_HUMAN,5.775719415,6.038734192,5.86338164
THMS2_HUMAN,1.308561741,2.540552476,2.596971191
RFA2_HUMAN,4.142680453,3.129519424,3.889257149
AT132_HUMAN,2.058078915,2.316153655,2.243366637
SDHB_HUMAN,6.154559821,5.913942326,6.300516346
PADI2_HUMAN,-0.340850857,-0.340850857,-0.340850857
PADI1_HUMAN,1.731456765,0.273361542,1.773938675
PADI3_HUMAN,-0.340850857,0.273361542,-0.340850857
CCN1_HUMAN,11.0267849,10.86148405,11.18931188
HIPL2_HUMAN,-0.340850857,-0.340850857,-0.340850857
TAF1A_HUMAN,1.90399146,2.432711588,2.103204187
TGO1_HUMAN,7.030303124,7.128381829,6.901963917
AIDA_HUMAN,4.682476281,4.469943248,4.586391545
BROX_HUMAN,7.246114756,7.410102166,7.201721396
TLR5_HUMAN,-0.340850857,-0.340850857,-0.340850857
ERMAP_HUMAN,3.391210818,2.734700525,3.499619736
ZN691_HUMAN,1.308561741,0.273361542,1.576029644
DISP1_HUMAN,2.548851742,1.896423676,2.964153953
ZN697_HUMAN,4.558822407,3.646489942,4.295720941
SERA_HUMAN,4.705984286,5.2190332,4.872058478
LRC47_HUMAN,6.528717609,6.380962747,6.641889185
TBCE_HUMAN,-0.340850857,0.273361542,0.736681169
DEN4B_HUMAN,3.878761874,3.739948626,3.554479343
CR3L4_HUMAN,2.440909998,2.905793422,2.697892218
JTB_HUMAN,6.586853938,6.651372185,6.733889423
RAB13_HUMAN,7.682173713,7.590304607,7.645680546
RS27_HUMAN,8.07189832,7.797431169,7.982188327
CA052_HUMAN,5.882736393,5.755109592,5.678168428
CE104_HUMAN,6.137371553,6.321731778,5.927133537
DFFB_HUMAN,2.74316339,2.189344518,2.880743328
PPA6_HUMAN,2.831311907,2.189344518,2.371109553
CA021_HUMAN,6.196655369,5.525018186,6.166059556
ZN436_HUMAN,2.831311907,2.984287397,2.488455847
TCEA3_HUMAN,3.997825257,3.910455573,3.97219083
B3GL2_HUMAN,6.029705809,5.953502064,5.906194369
HSP76_HUMAN,-0.340850857,-0.340850857,-0.340850857
FPPS_HUMAN,4.705984286,4.932712398,4.850298325
GPSM2_HUMAN,3.748981272,3.493865697,3.801263664
KCNK2_HUMAN,5.534452222,5.923934421,5.562486483
RO60_HUMAN,7.180502497,7.256472677,7.135793531
SYT6_HUMAN,-0.340850857,-0.340850857,0.296259822
TSACC_HUMAN,-0.340850857,-0.340850857,-0.340850857
CFA57_HUMAN,1.039210356,1.03330744,-0.340850857
EBP2_HUMAN,7.963916529,7.886989108,7.944173861
SYWM_HUMAN,4.981124996,5.100691348,4.955958374
PACC1_HUMAN,3.270269458,3.129519424,3.707552626
FA76A_HUMAN,3.606361504,3.19699711,3.499619736
GLRX2_HUMAN,5.648037647,5.831411879,5.84148922
UBP33_HUMAN,7.297311401,7.46929664,7.371741334
PUM1_HUMAN,7.782327232,8.007000493,7.902489715
TNR25_HUMAN,-0.340850857,1.03330744,-0.340850857
RCOR3_HUMAN,5.742002629,6.195434058,5.86338164
ZCC17_HUMAN,5.933408086,5.923934421,5.957983257
POGK_HUMAN,4.394926169,4.97176764,4.532754694
PAQR6_HUMAN,-0.340850857,-0.340850857,0.736681169
RGL1_HUMAN,4.394926169,5.118203351,4.955958374
PTBP2_HUMAN,2.992930665,3.646489942,3.188847197
CENPR_HUMAN,3.702990274,4.167552857,4.419100412
KCNC4_HUMAN,1.308561741,2.050305593,0.736681169
EAF6_HUMAN,6.179964252,5.963224799,5.947773139
PPT1_HUMAN,5.78678548,5.638591192,5.808014804
PKHG5_HUMAN,0.707754626,2.316153655,2.243366637
LEG8_HUMAN,5.943332304,5.674545314,5.702662758
RM20_HUMAN,6.454325554,6.451737441,6.557115859
VWA1_HUMAN,1.308561741,0.273361542,1.576029644
ABCBA_HUMAN,2.831311907,3.26145925,3.383215487
URB2_HUMAN,3.502793157,3.19699711,3.442591307
OTUD3_HUMAN,3.919551258,3.129519424,3.499619736
MKNK1_HUMAN,4.584415605,4.200808238,4.532754694
ARTN_HUMAN,-0.340850857,-0.340850857,-0.340850857
IPO13_HUMAN,2.324234228,3.129519424,2.371109553
VATO_HUMAN,5.50794882,5.70962515,5.377090317
CCD24_HUMAN,-0.340850857,0.70280457,0.296259822
SC6A9_HUMAN,3.448080482,2.734700525,2.596971191
EPHX4_HUMAN,1.039210356,1.302030179,0.296259822
FND10_HUMAN,1.039210356,1.302030179,1.576029644
S352B_HUMAN,6.390470194,6.423842806,6.037162741
NADK_HUMAN,1.90399146,1.896423676,1.346588607
NC2B_HUMAN,6.862629607,6.873864072,6.763297055
MAPK2_HUMAN,7.926882544,7.912305339,7.731507391
IL24_HUMAN,2.649276492,2.316153655,3.188847197
FAIM3_HUMAN,4.729115373,4.57513443,4.638105547
PIGR_HUMAN,-0.340850857,-0.340850857,-0.340850857
SARG_HUMAN,0.276696563,-0.340850857,-0.340850857
ANM6_HUMAN,3.702990274,2.984287397,3.554479343
SH3L3_HUMAN,7.74309615,8.004648468,7.623401611
TINAL_HUMAN,-0.340850857,0.273361542,-0.340850857
PEF1_HUMAN,4.107807238,3.988703045,3.755168893
ORC1_HUMAN,0.707754626,-0.340850857,1.073627923
SDE2_HUMAN,4.705984286,4.167552857,4.358729203
H33_HUMAN,2.197285588,1.896423676,2.371109553
GCP60_HUMAN,7.99764437,8.01403365,7.873116847
DEGS1_HUMAN,7.89143817,7.722126187,7.840376592
NVL_HUMAN,3.836785612,4.062924054,3.707552626
CNIH4_HUMAN,7.124904013,7.18348813,7.235688599
HEYL_HUMAN,1.308561741,1.302030179,1.576029644
HPCL4_HUMAN,-0.340850857,-0.340850857,-0.340850857
PABP4_HUMAN,8.410971322,8.565171891,8.37212102
ECM1_HUMAN,3.997825257,3.784501481,4.263153899
ENSA_HUMAN,5.560477506,5.551040538,5.521768449
GLP3L_HUMAN,5.425385745,5.485082841,5.128595196
HORM1_HUMAN,-0.340850857,-0.340850857,-0.340850857
MCL1_HUMAN,8.182867352,8.429723362,8.234006755
MMTA2_HUMAN,3.448080482,3.739948626,3.499619736
RM55_HUMAN,3.702990274,3.739948626,4.295720941
CXG2_HUMAN,1.731456765,1.724146699,2.243366637
CAF17_HUMAN,2.992930665,2.905793422,2.243366637
TRI11_HUMAN,5.707478964,5.873267174,5.762138689
PPIH_HUMAN,3.067421454,3.827719585,3.554479343
YBOX1_HUMAN,8.698567817,8.737952119,8.703257968
P3H1_HUMAN,5.322682156,4.808771789,5.479867746
STPG1_HUMAN,2.197285588,2.432711588,2.697892218
NPAL3_HUMAN,7.53899095,7.696124951,7.604027666
RCAN3_HUMAN,5.195590671,5.57660182,5.507936324
NCMAP_HUMAN,-0.340850857,-0.340850857,-0.340850857
JUN_HUMAN,7.9117986,7.937184974,7.910397786
ASH1L_HUMAN,6.63050506,7.377752117,6.848085773
TXLNA_HUMAN,5.95318872,6.244100493,5.615048958
IQCC_HUMAN,-0.340850857,-0.340850857,1.073627923
HDAC1_HUMAN,6.277331671,5.923934421,6.093819937
MRP_HUMAN,3.878761874,3.69397594,4.160794884
MOT5_HUMAN,5.78678548,5.766260118,5.665763526
LTOR5_HUMAN,7.327937189,7.224490029,7.375554952
YTHD2_HUMAN,6.488616353,6.577334956,6.378602845
T200B_HUMAN,5.453435054,5.563877789,5.521768449
MECR_HUMAN,3.448080482,2.050305593,3.117768007
HLX_HUMAN,3.448080482,3.493865697,2.880743328
MARK1_HUMAN,-0.340850857,-0.340850857,-0.340850857
RDD1_HUMAN,0.707754626,1.03330744,1.073627923
SYDM_HUMAN,3.793551325,3.646489942,2.964153953
RC3H1_HUMAN,5.534452222,6.373690505,5.653251036
INKA2_HUMAN,2.058078915,2.432711588,2.371109553
RAB7B_HUMAN,3.067421454,2.432711588,2.964153953
JAM1_HUMAN,0.276696563,0.273361542,0.736681169
TSTD1_HUMAN,-0.340850857,-0.340850857,-0.340850857
NECT4_HUMAN,-0.340850857,-0.340850857,-0.340850857
KLDC9_HUMAN,-0.340850857,1.03330744,-0.340850857
PFD2_HUMAN,6.119976033,6.329270008,6.084530242
NIT1_HUMAN,3.997825257,3.739948626,4.19572773
DEDD_HUMAN,4.451652404,4.442401772,4.160794884
CATE_HUMAN,-0.340850857,-0.340850857,-0.340850857
AKIR1_HUMAN,6.586853938,6.472310079,6.654500175
NDUS5_HUMAN,8.689751801,8.450610046,8.398600134
LRIF1_HUMAN,5.439478567,5.525018186,5.422037202
DEN2D_HUMAN,1.731456765,1.03330744,1.947944625
DRAM2_HUMAN,5.322682156,4.624986996,5.128595196
PA2GC_HUMAN,-0.340850857,-0.340850857,-0.340850857
C560_HUMAN,7.881149179,7.899702754,7.784102223
ARNT_HUMAN,5.494512272,5.430055693,5.314896303
PARP1_HUMAN,5.467257821,5.686333623,5.852476956
NDUS2_HUMAN,7.787845591,7.568176184,7.516930717
PRDX1_HUMAN,9.418219797,9.433326782,9.375170855
NASP_HUMAN,6.066494419,5.743872211,5.874204519
GPBL1_HUMAN,6.3611568,6.359035116,6.570486553
TMM69_HUMAN,3.270269458,3.439178937,3.188847197
S39A1_HUMAN,0.276696563,0.273361542,1.576029644
KGUA_HUMAN,6.404906524,6.577334956,6.543620087
PAIRB_HUMAN,8.989439638,9.086011684,9.094273818
MIER1_HUMAN,7.405367074,7.291625498,7.309311229
S45A1_HUMAN,1.535449415,2.189344518,1.947944625
ZN669_HUMAN,1.535449415,1.03330744,0.736681169
UCHL5_HUMAN,6.237557379,6.203659991,6.226431771
SMIM1_HUMAN,0.276696563,1.302030179,1.576029644
RN19B_HUMAN,2.831311907,2.984287397,2.792212717
GMEB1_HUMAN,4.47920045,4.549546903,4.263153899
C2D1B_HUMAN,2.324234228,2.316153655,2.371109553
LRC8B_HUMAN,-0.340850857,1.03330744,0.296259822
BTBD8_HUMAN,5.337809367,5.202710033,5.266425551
ZC11A_HUMAN,1.039210356,0.273361542,-0.340850857
CAP1_HUMAN,9.062968868,9.191107374,9.16428835
BACH_HUMAN,5.453435054,5.471521566,5.562486483
IFT25_HUMAN,5.244571276,5.430055693,5.615048958
EPHB2_HUMAN,5.17888716,5.186200065,4.914618239
TMCO1_HUMAN,8.021261885,7.866411322,7.867711475
CD11B_HUMAN,5.092339378,4.932712398,4.782976469
ACO11_HUMAN,0.707754626,1.03330744,1.576029644
AK1A1_HUMAN,6.154559821,5.963224799,5.937490247
CATK_HUMAN,6.066494419,5.638591192,5.84148922
AZIN2_HUMAN,3.836785612,3.739948626,2.792212717
TRI62_HUMAN,1.731456765,1.724146699,1.947944625
CATS_HUMAN,2.914383283,2.984287397,2.371109553
LIN9_HUMAN,1.308561741,2.189344518,2.488455847
RMXL1_HUMAN,5.943332304,5.963224799,5.690467576
GBP3_HUMAN,6.461249227,6.727510941,6.570486553
GBP1_HUMAN,6.748403344,6.89433658,6.869879072
GBP2_HUMAN,6.346273683,6.211839288,6.166059556
GBP4_HUMAN,2.440909998,2.984287397,3.442591307
AHDC1_HUMAN,3.391210818,3.546554987,3.801263664
IF44L_HUMAN,1.90399146,1.302030179,1.073627923
C56D1_HUMAN,2.831311907,3.058730152,2.243366637
AMGO1_HUMAN,2.649276492,2.432711588,2.880743328
GNAI3_HUMAN,7.643128576,7.868999654,7.655124339
PGH2_HUMAN,5.764567812,5.251135708,5.407209954
DDAH1_HUMAN,7.934365785,7.909793614,8.024094176
MOT1_HUMAN,6.522110996,6.84260007,6.803485967
NGF_HUMAN,4.209995522,3.950109733,3.755168893
NOC2L_HUMAN,3.836785612,3.439178937,3.658310983
PKHN1_HUMAN,1.039210356,0.70280457,2.103204187
HES4_HUMAN,2.324234228,1.724146699,1.346588607
ISG15_HUMAN,3.919551258,4.32665626,4.505169451
AGRIN_HUMAN,-0.340850857,0.273361542,-0.340850857
RM37_HUMAN,5.019157042,5.251135708,4.996146839
SSBP3_HUMAN,6.684754512,6.675230341,6.502358341
COG2_HUMAN,3.502793157,3.493865697,3.499619736
CA198_HUMAN,6.204929067,6.170471042,6.340087839
IFI44_HUMAN,2.197285588,0.70280457,2.103204187
UB2Q1_HUMAN,6.982977503,6.954066678,7.066708042
DSRAD_HUMAN,6.846854919,6.929478956,7.008954247
EFC14_HUMAN,7.430280297,7.486254388,7.424235878
DUS12_HUMAN,3.655484737,4.200808238,4.124995154
TRAF5_HUMAN,4.981124996,4.990905811,5.181836486
ZNT1_HUMAN,6.776431683,6.744525106,6.673212345
ATF6A_HUMAN,7.098502189,7.110993687,6.842585618
PGTB2_HUMAN,4.209995522,4.296208393,4.559822371
DEN1B_HUMAN,4.242510731,4.442401772,4.477046462
CRUM1_HUMAN,-0.340850857,-0.340850857,0.296259822
CDC20_HUMAN,2.440909998,2.640889929,2.880743328
ELOV1_HUMAN,4.942063148,5.430055693,5.249899865
MED8_HUMAN,5.480949404,5.58921461,5.507936324
AMPD2_HUMAN,5.819483326,5.601718088,5.602086782
ASPM_HUMAN,5.648037647,6.127881486,5.726748152
AKT3_HUMAN,6.803925855,6.794395824,6.769107327
CA174_HUMAN,5.019157042,4.764973571,5.128595196
IQGA3_HUMAN,1.731456765,2.316153655,2.243366637
NNRE_HUMAN,5.382261976,5.235173744,5.298919648
NEST_HUMAN,6.481823087,6.968620651,6.66076457
RABP2_HUMAN,3.332007084,3.493865697,2.792212717
I20L2_HUMAN,5.337809367,5.563877789,5.589007087
MT25B_HUMAN,2.649276492,1.724146699,1.346588607
RM24_HUMAN,5.808666177,6.075056772,6.112221778
HDGF_HUMAN,7.839243337,7.947017923,7.94673956
PRCC_HUMAN,3.555506503,3.26145925,2.697892218
SH22A_HUMAN,-0.340850857,-0.340850857,-0.340850857
RNF11_HUMAN,7.862964964,7.76166351,7.936449273
RN223_HUMAN,-0.340850857,-0.340850857,-0.340850857
CA159_HUMAN,2.058078915,1.724146699,1.346588607
TT39A_HUMAN,0.276696563,0.273361542,-0.340850857
SAM11_HUMAN,2.914383283,2.316153655,2.697892218
MF14A_HUMAN,1.039210356,0.70280457,1.576029644
SAS6_HUMAN,3.878761874,3.739948626,4.327569023
ODB2_HUMAN,5.425385745,5.135505332,5.314896303
RTCA_HUMAN,6.171545716,6.329270008,6.408691249
KHDR1_HUMAN,7.820519688,7.802856022,7.786968689
TM39B_HUMAN,3.138254159,3.129519424,3.188847197
IMA7_HUMAN,7.564935218,7.445215859,7.344759957
CC28B_HUMAN,3.205771307,3.439178937,2.964153953
DDX20_HUMAN,4.634278936,4.696677503,4.828204932
RL5_HUMAN,10.08337876,9.840498388,9.857246488
DIK1A_HUMAN,6.253598921,6.010879243,6.347873537
MTF2_HUMAN,4.839514696,4.892570403,4.828204932
SH2D5_HUMAN,3.793551325,3.784501481,3.97219083
ECE1_HUMAN,8.007137822,8.260649346,8.074234155
LRIQ3_HUMAN,1.90399146,0.273361542,1.576029644
QOR_HUMAN,5.382261976,5.471521566,5.589007087
TYW3_HUMAN,6.454325554,6.291178693,6.209438812
OBSCN_HUMAN,2.914383283,2.432711588,1.576029644
H2A2C_HUMAN,1.308561741,1.302030179,0.296259822
H2A2B_HUMAN,-0.340850857,1.03330744,0.296259822
BOLA1_HUMAN,1.308561741,2.540552476,1.773938675
SV2A_HUMAN,4.394926169,3.784501481,4.532754694
SF3B4_HUMAN,3.878761874,4.133512788,4.559822371
KI21B_HUMAN,0.707754626,0.273361542,-0.340850857
TMEM9_HUMAN,5.861958658,5.903880544,5.968121624
IGFN1_HUMAN,-0.340850857,-0.340850857,-0.340850857
SAM13_HUMAN,-0.340850857,1.03330744,1.576029644
TMM81_HUMAN,2.058078915,1.896423676,1.947944625
METH_HUMAN,7.111763496,7.276107669,6.96912592
SRP09_HUMAN,7.408952554,7.093393414,7.206011289
CSCL1_HUMAN,4.035425247,4.233314293,4.160794884
HYEP_HUMAN,2.649276492,3.32316388,1.947944625
SPEE_HUMAN,6.992567638,6.863517834,6.958994633
EXOSX_HUMAN,4.423568075,4.233314293,4.229834685
SYF2_HUMAN,6.893670774,6.761340955,6.7398191
RSRP1_HUMAN,7.760040266,7.170956833,7.680009674
TM50A_HUMAN,7.451297333,7.248543239,7.442530454
MACOI_HUMAN,5.276324897,4.990905811,5.110402335
SEN15_HUMAN,6.67287414,6.733204653,6.825958209
FMN2_HUMAN,5.672108852,5.982475877,6.037162741
GREM2_HUMAN,6.038991282,6.236102572,5.957983257
ATL4_HUMAN,2.324234228,2.540552476,2.371109553
TP4A2_HUMAN,9.660818347,9.570044366,9.59473036
FBP1L_HUMAN,-0.340850857,0.70280457,0.296259822
ZFYV9_HUMAN,5.623557992,5.810019882,5.738641721
PDPN_HUMAN,2.324234228,1.896423676,1.947944625
TMCO4_HUMAN,3.448080482,3.32316388,2.792212717
HYI_HUMAN,6.261553295,5.982475877,6.300516346
AGRB2_HUMAN,1.308561741,1.896423676,0.736681169
YYAP1_HUMAN,4.558822407,4.649281818,4.612480248
SNP47_HUMAN,4.035425247,3.784501481,3.801263664
B4GT2_HUMAN,7.301175368,7.110993687,7.144759937
MANEL_HUMAN,0.276696563,1.03330744,1.773938675
TNR14_HUMAN,4.176730561,4.026290794,3.321290704
I2BP2_HUMAN,7.868183883,7.827018545,7.920874899
RBM15_HUMAN,4.705984286,5.16949897,4.66328362
JMJD4_HUMAN,3.391210818,3.646489942,3.755168893
KLD7A_HUMAN,-0.340850857,-0.340850857,-0.340850857
ARL8A_HUMAN,7.205458079,7.363138138,7.108555026
SNX27_HUMAN,5.73058629,5.831411879,5.750438041
RM09_HUMAN,5.260535447,4.932712398,5.361791361
OAZ3_HUMAN,0.276696563,0.273361542,1.576029644
THEM4_HUMAN,3.655484737,3.493865697,3.554479343
S10AA_HUMAN,7.893998994,8.169100848,8.17395737
STIL_HUMAN,1.90399146,2.640889929,2.243366637
NCDN_HUMAN,3.205771307,3.827719585,3.188847197
HPDL_HUMAN,-0.340850857,-0.340850857,-0.340850857
MA1C1_HUMAN,3.919551258,3.988703045,3.707552626
SELN_HUMAN,4.634278936,4.414324272,4.612480248
NFASC_HUMAN,4.209995522,3.988703045,3.607329065
SYPL2_HUMAN,3.067421454,2.905793422,3.188847197
CCSAP_HUMAN,4.072070133,4.496968782,4.782976469
ZFP69_HUMAN,1.308561741,1.896423676,1.346588607
ZN684_HUMAN,2.197285588,1.302030179,2.488455847
TSAP1_HUMAN,3.997825257,3.910455573,3.889257149
RAB42_HUMAN,1.535449415,2.734700525,0.736681169
AMY2B_HUMAN,-0.340850857,-0.340850857,-0.340850857
CDK18_HUMAN,-0.340850857,-0.340850857,-0.340850857
GOT1A_HUMAN,-0.340850857,0.273361542,-0.340850857
PKHA6_HUMAN,2.548851742,2.984287397,3.188847197
ZMYM1_HUMAN,4.242510731,4.356474789,4.389230572
GLMN_HUMAN,3.878761874,3.739948626,3.707552626
RPAP2_HUMAN,5.352779607,5.601718088,4.976192541
TRI58_HUMAN,1.90399146,1.896423676,1.346588607
ZSC20_HUMAN,2.649276492,2.540552476,2.371109553
GBRD_HUMAN,-0.340850857,-0.340850857,-0.340850857
ZBT17_HUMAN,3.391210818,2.050305593,2.488455847
HSPB7_HUMAN,3.502793157,3.739948626,3.658310983
EFHD2_HUMAN,4.451652404,4.57513443,4.586391545
ZBT8A_HUMAN,4.729115373,4.764973571,4.71235868
ARCH_HUMAN,5.322682156,5.16949897,5.377090317
RASN_HUMAN,5.276324897,5.343367585,5.535469214
SIKE1_HUMAN,5.79776731,5.992005934,5.852476956
ZRAB2_HUMAN,8.402003455,8.166998971,8.381633734
CERS2_HUMAN,5.439478567,5.186200065,5.665763526
ANXA9_HUMAN,-0.340850857,-0.340850857,-0.340850857
PRUN1_HUMAN,4.88141277,4.549546903,4.66328362
BNIPL_HUMAN,-0.340850857,0.273361542,0.736681169
MENT_HUMAN,1.535449415,1.896423676,1.773938675
C42S1_HUMAN,6.375887946,6.306536115,6.340087839
AF1Q_HUMAN,5.547523548,5.251135708,5.392228736
IER5_HUMAN,8.018917456,7.968900042,8.033779961
S2544_HUMAN,4.774293823,4.764973571,4.71235868
FUMH_HUMAN,5.672108852,5.498517826,5.298919648
OPN3_HUMAN,7.676235121,7.512978889,7.692293202
RAE2_HUMAN,5.161987989,5.913942326,5.422037202
ATD3A_HUMAN,3.836785612,3.784501481,3.554479343
TM240_HUMAN,1.731456765,0.70280457,1.073627923
SSU72_HUMAN,5.598655786,5.538088033,5.738641721
MIB2_HUMAN,2.992930665,3.439178937,3.043004563
BCL9_HUMAN,2.831311907,2.316153655,1.947944625
EXO1_HUMAN,0.276696563,-0.340850857,0.736681169
DNAI4_HUMAN,2.914383283,2.822781781,1.346588607
SGIP1_HUMAN,7.17208711,7.195911517,7.325173847
LBR_HUMAN,5.861958658,5.415964591,5.678168428
DYH14_HUMAN,3.391210818,2.822781781,3.442591307
DYRK3_HUMAN,6.128700012,5.982475877,6.084530242
MAP10_HUMAN,2.548851742,3.058730152,2.964153953
PLPR4_HUMAN,5.276324897,5.16949897,5.054405362
FPGT_HUMAN,3.702990274,4.062924054,3.755168893
RPRD2_HUMAN,5.352779607,5.282539401,5.128595196
NBPFJ_HUMAN,0.276696563,1.528472007,-0.340850857
TM88B_HUMAN,0.276696563,-0.340850857,-0.340850857
NSUN4_HUMAN,4.394926169,4.133512788,3.84593117
ZN124_HUMAN,4.072070133,3.827719585,3.755168893
LMNA_HUMAN,8.105431551,8.311011374,8.229799424
PGBM_HUMAN,5.573316185,6.336769055,5.562486483
RHEX_HUMAN,0.276696563,-0.340850857,-0.340850857
SRGP2_HUMAN,4.901914174,4.932712398,5.361791361
IKKE_HUMAN,2.058078915,2.734700525,2.488455847
RASF5_HUMAN,4.394926169,4.233314293,4.586391545
EIF2D_HUMAN,4.394926169,4.624986996,4.955958374
CROCC_HUMAN,3.502793157,2.822781781,2.964153953
VASH2_HUMAN,2.649276492,1.302030179,1.576029644
NB5R5_HUMAN,3.138254159,2.905793422,3.321290704
AT7L2_HUMAN,-0.340850857,-0.340850857,-0.340850857
CENPL_HUMAN,2.831311907,2.822781781,3.499619736
ZN496_HUMAN,2.548851742,2.822781781,2.103204187
RBG10_HUMAN,4.584415605,4.719803957,4.505169451
GP161_HUMAN,4.79636335,4.990905811,5.422037202
NPL_HUMAN,-0.340850857,-0.340850857,-0.340850857
RCC1_HUMAN,4.584415605,4.719803957,4.505169451
CA109_HUMAN,3.270269458,3.19699711,3.321290704
5HT1D_HUMAN,-0.340850857,0.273361542,0.736681169
ADPRS_HUMAN,5.291943411,4.673174283,4.805767932
CO8A2_HUMAN,2.197285588,2.822781781,2.697892218
TPPC3_HUMAN,5.913352468,5.563877789,6.183568087
MA7D1_HUMAN,6.731321187,6.738875983,6.825958209
ZN362_HUMAN,4.981124996,4.851279438,4.612480248
S10A6_HUMAN,11.97407618,12.03402709,12.01449324
S10A4_HUMAN,7.163622347,7.337201964,7.248222912
S10A3_HUMAN,0.276696563,0.70280457,0.296259822
S10A2_HUMAN,1.039210356,1.896423676,1.346588607
S10AG_HUMAN,8.537563931,8.742193745,8.610836376
S10AE_HUMAN,0.276696563,0.273361542,-0.340850857
S10AD_HUMAN,7.277834794,7.370463632,7.184433109
CHTOP_HUMAN,5.672108852,5.415964591,5.653251036
SNAPN_HUMAN,5.453435054,5.415964591,5.233182686
SH321_HUMAN,3.067421454,2.316153655,3.321290704
STK40_HUMAN,4.142680453,4.356474789,3.658310983
LSM10_HUMAN,4.634278936,4.719803957,4.736284077
OSCP1_HUMAN,3.748981272,3.058730152,3.321290704
RT15_HUMAN,4.860615825,4.200808238,4.612480248
EVA1B_HUMAN,4.584415605,4.787038881,4.586391545
STX6_HUMAN,6.11119898,6.145068474,6.148335928
HMR1_HUMAN,5.872384931,5.732546614,5.874204519
TMED5_HUMAN,6.666897065,6.577334956,6.820372879
CCD18_HUMAN,4.79636335,5.046842629,4.389230572
SVBP_HUMAN,3.878761874,3.950109733,3.755168893
GORAB_HUMAN,4.79636335,4.872072638,4.955958374
KDM1A_HUMAN,4.860615825,4.600276035,5.054405362
CADM3_HUMAN,-0.340850857,-0.340850857,-0.340850857
MYOM3_HUMAN,-0.340850857,-0.340850857,-0.340850857
I22R1_HUMAN,-0.340850857,0.273361542,-0.340850857
INLR1_HUMAN,-0.340850857,-0.340850857,-0.340850857
ELF3_HUMAN,-0.340850857,-0.340850857,0.296259822
SI1L2_HUMAN,1.90399146,2.050305593,2.243366637
SRSF4_HUMAN,7.076125476,7.106613707,7.184433109
FMO2_HUMAN,1.731456765,1.03330744,1.346588607
PEAR1_HUMAN,7.071608181,7.224490029,7.184433109
ARHGB_HUMAN,4.176730561,4.414324272,3.97219083
ETV3_HUMAN,3.138254159,3.784501481,3.707552626
CSMD2_HUMAN,1.039210356,1.528472007,0.296259822
EVI5_HUMAN,8.000023596,8.14153465,8.041001864
PMVK_HUMAN,3.878761874,3.646489942,3.658310983
PBIP1_HUMAN,5.707478964,5.266923,5.678168428
PYGO2_HUMAN,4.558822407,4.414324272,4.586391545
SHC1_HUMAN,7.18886908,7.062066627,7.272969495
CKS1_HUMAN,4.751881438,4.952372173,4.759819163
FAD1_HUMAN,3.702990274,2.984287397,3.658310983
ZBT7B_HUMAN,2.058078915,1.724146699,0.736681169
ADA15_HUMAN,5.840877304,5.732546614,5.750438041
MTMRB_HUMAN,2.914383283,1.896423676,2.964153953
OTU7B_HUMAN,4.609562686,4.830182164,4.638105547
FA72D_HUMAN,-0.340850857,-0.340850857,-0.340850857
ANR35_HUMAN,3.502793157,3.19699711,3.188847197
ITA10_HUMAN,0.707754626,1.302030179,1.773938675
PX11B_HUMAN,5.322682156,5.37284619,5.493970295
LIX1L_HUMAN,4.558822407,5.266923,5.314896303
AN34A_HUMAN,1.731456765,2.189344518,2.596971191
RPC7L_HUMAN,6.346273683,6.458627634,6.38618398
TXNIP_HUMAN,10.09455439,10.0113108,10.03715267
NBPFA_HUMAN,0.276696563,1.03330744,-0.340850857
ROR1_HUMAN,4.682476281,4.808771789,4.295720941
VAMP4_HUMAN,6.83090584,6.583651931,6.563816696
NT2NC_HUMAN,2.440909998,2.050305593,2.243366637
RGPS2_HUMAN,7.025639814,7.212311349,7.158105916
ANGL1_HUMAN,2.197285588,0.70280457,1.773938675
FHAD1_HUMAN,0.276696563,0.273361542,0.736681169
IF4G3_HUMAN,8.042192051,7.884432879,7.918262745
